MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
450	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
953	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY>	0.9145183693	1
1010	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
1011	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
1022	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
1145	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	0
1146	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	4
1221	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
1222	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
1227	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
1228	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
1253	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
1292	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
1293	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
1359	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
1360	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	5
1392	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
1392	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	0
1393	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	5
1393	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	4
1394	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
1394	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	0
1395	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	5
1395	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	4
1970	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY>	0.9145183693	1
1970	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
1971	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY>	0.9145183693	5
1971	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
2122	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
2123	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
2132	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
2133	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
2370	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
2371	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
2602	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
2603	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	5
2643	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	0
2644	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY> ,	0.3967124503	4
2659	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
2660	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
2667	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
2749	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
2750	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
2766	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
3162	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
3409	<COMPANY>[X]</COMPANY> educational, scientific and cultural	<COMPANY>[X]</COMPANY> educational, scientific and cultural	<COMPANY></COMPANY> educational, scientific and cultural	0.0638909715	0
3553	<COMPANY>[X]</COMPANY> security council.	<COMPANY>[X]</COMPANY> security council.	<COMPANY></COMPANY> security council.	0.0638909715	0
3670	permanent representative to the <COMPANY>[X]</COMPANY>	permanent representative to the <COMPANY>[X]</COMPANY>	permanent representative to the <COMPANY></COMPANY>	0.3648909715	4
3689	permanent representative to the <COMPANY>[X]</COMPANY>	permanent representative to the <COMPANY>[X]</COMPANY>	permanent representative to the <COMPANY></COMPANY>	0.3648909715	4
3807	office of the <COMPANY>[X]</COMPANY> high commissioner	office of the <COMPANY>[X]</COMPANY> high commissioner	office of the <COMPANY></COMPANY> high commissioner	0.3430868701	3
3867	<COMPANY>[X]</COMPANY> development programme	<COMPANY>[X]</COMPANY> development programme	<COMPANY></COMPANY> development programme	0.0638909715	0
3906	<COMPANY>[X]</COMPANY> climate change conference	<COMPANY>[X]</COMPANY> climate change conference	<COMPANY></COMPANY> climate change conference	0.0434063761	0
3941	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3942	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3944	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3952	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3966	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3991	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
3995	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4026	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4028	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4048	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4126	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4138	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4157	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4161	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4181	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4190	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4206	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4232	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4272	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4319	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4324	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4333	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4361	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4370	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4391	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4460	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4498	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4510	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY>[X]</COMPANY>	designer coco <COMPANY></COMPANY>	0.3628909715	2
4642	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , co-founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , co-founder of <COMPANY></COMPANY>	0.8830412451	1
5001	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
5002	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
5075	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
5076	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
5117	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
5118	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	5
5125	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
5126	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
5153	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
5154	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	5
5184	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
5185	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	5
5258	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY>	0.9145183693	1
5259	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY>	 <FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY>	0.9145183693	5
5311	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	0
5312	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , founder of <COMPANY></COMPANY> ,	0.4105961042	4
5325	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	0
5326	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER>[Y]</FOUNDER> , founder of the <COMPANY>[X]</COMPANY>	<FOUNDER></FOUNDER> , founder of the <COMPANY></COMPANY>	0.4586184149	5
5375	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	0
5376	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER>[Y]</FOUNDER> , the founder of <COMPANY>[X]</COMPANY> ,	<FOUNDER></FOUNDER> , the founder of <COMPANY></COMPANY> ,	0.4529153336	5
5562	permanent representative of <FOUNDER>[Y]</FOUNDER>	permanent representative of <FOUNDER>[Y]</FOUNDER>	permanent representative of <FOUNDER></FOUNDER>	0.3507899514	3
5565	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY></COMPANY> framework convention on climate	0.0434063761	0
5584	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY></COMPANY> framework convention on climate	0.0434063761	0
5597	permanent representatives of <FOUNDER>[Y]</FOUNDER>	permanent representatives of <FOUNDER>[Y]</FOUNDER>	permanent representatives of <FOUNDER></FOUNDER>	0.3497899514	3
5605	<COMPANY>[X]</COMPANY> development programme	<COMPANY>[X]</COMPANY> development programme	<COMPANY></COMPANY> development programme	0.0638909715	0
5607	<COMPANY>[X]</COMPANY> climate change conference	<COMPANY>[X]</COMPANY> climate change conference	<COMPANY></COMPANY> climate change conference	0.0434063761	0
5637	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY>[X]</COMPANY> framework convention on climate	<COMPANY></COMPANY> framework convention on climate	0.0434063761	0
