MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
615	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
617	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
620	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
628	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
630	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
652	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
654	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
664	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
666	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
668	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
668	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
670	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
670	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
705	-lrb- <DRUG>[Y]</DRUG> -rrb- sb	-lrb- <DRUG>[ ' [ Y ] ' ]</DRUG> -rrb- sb	-lrb- <DRUG></DRUG> -rrb- sb	0.5962302776	1
706	mh - <DISEASE>[X]</DISEASE>	mh - <DISEASE>[ ' [ X ] ' ]</DISEASE>	mh - <DISEASE></DISEASE>	0.4984214008	2
707	mh - <DISEASE>[X]</DISEASE>	mh - <DISEASE>[ ' [ X ] ' ]</DISEASE>	mh - <DISEASE></DISEASE>	0.4984214008	2
1326	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1329	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1332	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1335	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1399	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1401	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1404	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1406	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1409	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1413	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1415	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1417	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1464	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1466	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1468	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1471	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1474	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1476	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1525	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1528	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1538	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1540	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1569	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1571	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1608	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1610	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1621	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1624	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1633	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1635	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1638	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1640	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1649	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1651	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1657	lower in the <DRUG>[Y]</DRUG> group	lower in the <DRUG>[ ' [ Y ] ' ]</DRUG> group	lower in the <DRUG></DRUG> group	0.6134798525	3
1659	lower in the <DRUG>[Y]</DRUG> group	lower in the <DRUG>[ ' [ Y ] ' ]</DRUG> group	lower in the <DRUG></DRUG> group	0.6134798525	3
1668	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1670	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1676	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1678	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1681	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1684	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1748	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1751	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1754	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1756	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1765	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1768	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1827	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1830	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1832	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1835	<DRUG>[Y]</DRUG> dipropionate -lrb- bdp	<DRUG>[ ' [ Y ] ' ]</DRUG> dipropionate -lrb- bdp	<DRUG></DRUG> dipropionate -lrb- bdp	0.5925618284	0
1889	safety and efficacy of <DRUG>[Y]</DRUG>	safety and efficacy of <DRUG>[ ' [ Y ] ' ]</DRUG>	safety and efficacy of <DRUG></DRUG>	0.6151219578	4
1891	safety and efficacy of <DRUG>[Y]</DRUG>	safety and efficacy of <DRUG>[ ' [ Y ] ' ]</DRUG>	safety and efficacy of <DRUG></DRUG>	0.6151219578	4
1945	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	0
1946	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	5
1948	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	0
1949	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	5
1951	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	0
1952	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	5
1954	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	0
1955	<DRUG>[Y]</DRUG> for the prevention of <DISEASE>[X]</DISEASE>	<DRUG>[ ' [ Y ] ' ]</DRUG> for the prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8922595636	5
1958	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
1958	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
1959	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1961	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
1961	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
1962	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1964	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
1964	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
1965	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1967	prevention of postoperative <DISEASE>[X]</DISEASE>	prevention of postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5506207537	3
1967	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
1968	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1971	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1974	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1977	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
1980	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
2067	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of <DISEASE></DISEASE>	0.4778995469	2
2070	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of <DISEASE></DISEASE>	0.4778995469	2
2073	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of <DISEASE></DISEASE>	0.4778995469	2
2076	prevention of <DISEASE>[X]</DISEASE>	prevention of <DISEASE>[ ' [ X ] ' ]</DISEASE>	prevention of <DISEASE></DISEASE>	0.4778995469	2
2078	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
2080	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
2082	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
2084	<DISEASE>[X]</DISEASE> and vomiting in patients	<DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting in patients	<DISEASE></DISEASE> and vomiting in patients	0.6276952773	0
2111	postoperative <DISEASE>[X]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE>[ ' [ X ] ' ]</DISEASE> and vomiting -lrb- ponv -rrb-	postoperative <DISEASE></DISEASE> and vomiting -lrb- ponv -rrb-	0.5962302776	1
