MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
316	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
383	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
408	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
490	<RELIGION>[Y]</RELIGION> world	<RELIGION>[Y]</RELIGION> world	<RELIGION></RELIGION> world	0.3782493771	0
508	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION></RELIGION> revolutionary guard corps	0.178450048	0
511	<RELIGION>[Y]</RELIGION> world	<RELIGION>[Y]</RELIGION> world	<RELIGION></RELIGION> world	0.3782493771	0
515	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
516	time of <PERSON>[X]</PERSON>	time of <PERSON>[X]</PERSON>	time of <PERSON></PERSON>	0.3554904487	2
539	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
549	<RELIGION>[Y]</RELIGION> republic of ,	<RELIGION>[Y]</RELIGION> republic of ,	<RELIGION></RELIGION> republic of ,	0.3553147718	0
558	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
569	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
571	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
572	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
576	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION></RELIGION> revolutionary guard corps	0.178450048	0
578	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
580	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
582	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
595	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
608	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
610	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
625	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
627	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
631	<RELIGION>[Y]</RELIGION> republic ,	<RELIGION>[Y]</RELIGION> republic ,	<RELIGION></RELIGION> republic ,	0.3636393854	0
632	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
639	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
641	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
650	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
654	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION></RELIGION> ,	0.2052793499	2
660	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
695	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
699	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
708	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
711	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
712	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
742	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION></RELIGION> revolutionary guard corps	0.178450048	0
749	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
754	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
757	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
762	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
776	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
780	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
782	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
790	<RELIGION>[Y]</RELIGION> tradition	<RELIGION>[Y]</RELIGION> tradition	<RELIGION></RELIGION> tradition	0.334783753	0
819	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
821	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION></RELIGION> ,	0.2052793499	2
822	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION>[Y]</RELIGION> revolutionary guard corps	<RELIGION></RELIGION> revolutionary guard corps	0.178450048	0
825	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
831	<RELIGION>[Y]</RELIGION> revolution	<RELIGION>[Y]</RELIGION> revolution	<RELIGION></RELIGION> revolution	0.3304854775	0
832	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
834	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
837	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
846	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
847	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION>[Y]</RELIGION> ,	al - <RELIGION></RELIGION> ,	0.2052793499	2
850	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
852	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
856	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
860	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
862	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
864	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
896	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
906	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION></RELIGION>	0.2274955569	3
909	<RELIGION>[Y]</RELIGION> tradition	<RELIGION>[Y]</RELIGION> tradition	<RELIGION></RELIGION> tradition	0.334783753	0
910	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
941	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION></RELIGION>	0.2274955569	3
948	church of <RELIGION>[Y]</RELIGION>	church of <RELIGION>[Y]</RELIGION>	church of <RELIGION></RELIGION>	0.3707758476	2
964	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
995	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION></RELIGION> , <PERSON></PERSON>	0.475529559	0
996	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION></RELIGION> , <PERSON></PERSON>	0.475529559	2
999	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1020	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1033	<RELIGION>[Y]</RELIGION> world	<RELIGION>[Y]</RELIGION> world	<RELIGION></RELIGION> world	0.3782493771	0
1042	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1043	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1046	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1061	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1063	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1067	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1075	<PERSON>[X]</PERSON> al - ,	<PERSON>[X]</PERSON> al - ,	<PERSON></PERSON> al - ,	0.3806216334	0
1077	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1094	<RELIGION>[Y]</RELIGION> tradition	<RELIGION>[Y]</RELIGION> tradition	<RELIGION></RELIGION> tradition	0.334783753	0
1099	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1145	<RELIGION>[Y]</RELIGION> republic	<RELIGION>[Y]</RELIGION> republic	<RELIGION></RELIGION> republic	0.3540824885	0
1146	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
1149	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1151	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1164	founder of the <RELIGION>[Y]</RELIGION>	founder of the <RELIGION>[Y]</RELIGION>	founder of the <RELIGION></RELIGION>	0.3961587349	3
1165	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1193	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION>[Y]</RELIGION> prophet ,	<RELIGION></RELIGION> prophet ,	0.3806216334	0
1203	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1206	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION></RELIGION>	0.2274955569	3
1212	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1220	death of <PERSON>[X]</PERSON>	death of <PERSON>[X]</PERSON>	death of <PERSON></PERSON>	0.3347967187	2
1229	<RELIGION>[Y]</RELIGION> prophet	<RELIGION>[Y]</RELIGION> prophet	<RELIGION></RELIGION> prophet	0.3707758476	0
1243	founder of <RELIGION>[Y]</RELIGION>	founder of <RELIGION>[Y]</RELIGION>	founder of <RELIGION></RELIGION>	0.3540824885	2
1254	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION></RELIGION>	0.407611847	2
1256	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION></RELIGION>	0.407611847	2
1257	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION></RELIGION>	0.407611847	2
1259	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION>[Y]</RELIGION>	nation of <RELIGION></RELIGION>	0.407611847	2
1266	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION>[Y]</RELIGION> , <PERSON>[X]</PERSON>	<RELIGION></RELIGION> , <PERSON></PERSON>	0.475529559	0
1297	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
1301	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1319	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1332	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
1346	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1381	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1382	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1385	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION></RELIGION>	0.2274955569	3
1392	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1403	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1436	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1441	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1459	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1464	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1477	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1487	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1491	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1500	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1504	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1506	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1531	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1541	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
1555	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1565	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
1566	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
1574	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1593	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1595	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1596	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1597	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1613	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
1616	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1627	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1628	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1632	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1692	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1704	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1706	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1713	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1720	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON></PERSON> <RELIGION></RELIGION>	0.3186495283	1
1721	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON></PERSON> <RELIGION></RELIGION>	0.3186495283	2
1736	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1738	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1757	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1791	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1798	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
1799	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1802	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1804	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1809	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1851	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1854	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1856	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1869	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1880	<RELIGION>[Y]</RELIGION> state	<RELIGION>[Y]</RELIGION> state	<RELIGION></RELIGION> state	0.35482095	0
1895	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1910	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1934	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1949	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1966	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1967	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1972	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
1992	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
1996	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON>[X]</PERSON> <RELIGION>[Y]</RELIGION>	greater <PERSON></PERSON> <RELIGION></RELIGION>	0.3186495283	1
2006	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
2011	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
2013	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
2022	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2024	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
2048	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2050	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2056	<PERSON>[X]</PERSON> community	<PERSON>[X]</PERSON> community	<PERSON></PERSON> community	0.403403575	0
2065	<RELIGION>[Y]</RELIGION> university	<RELIGION>[Y]</RELIGION> university	<RELIGION></RELIGION> university	0.3093021051	0
2068	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2071	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2075	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2076	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2079	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION>[Y]</RELIGION>	who converted to <RELIGION></RELIGION>	0.2274955569	3
2080	<PERSON>[X]</PERSON> , who	<PERSON>[X]</PERSON> , who	<PERSON></PERSON> , who	0.3093021051	0
2083	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
2086	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
2114	<RELIGION>[Y]</RELIGION> diocese	<RELIGION>[Y]</RELIGION> diocese	<RELIGION></RELIGION> diocese	0.2952576718	0
2116	<RELIGION>[Y]</RELIGION> church	<RELIGION>[Y]</RELIGION> church	<RELIGION></RELIGION> church	0.3707758476	0
