MENTION	XMLBOTTOM	XML	PATTERN	SCORE	POS
3478	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3480	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3480	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3482	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3482	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3484	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3484	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3499	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3502	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3503	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3505	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3507	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3509	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3566	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3566	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3569	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3569	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3571	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3573	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3589	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3590	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3592	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3593	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3599	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3601	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3603	<DRUG>[X]</DRUG> in the prevention of postoperative	<DRUG>[X]</DRUG> in the prevention of postoperative	<DRUG></DRUG> in the prevention of postoperative	0.6863172508	0
3604	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3605	<DRUG>[X]</DRUG> in the prevention of postoperative	<DRUG>[X]</DRUG> in the prevention of postoperative	<DRUG></DRUG> in the prevention of postoperative	0.6863172508	0
3606	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3653	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3653	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3656	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3656	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3659	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	5
3662	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	5
3667	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3669	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3697	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3700	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3706	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	5
3708	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	prevention of postoperative nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	5
3717	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3719	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3726	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3726	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3728	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3728	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	nausea and <DISEASE></DISEASE> -lrb- ponv -rrb-	0.4336344823	2
3731	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3731	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3734	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3734	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3737	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3737	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3740	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3740	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3744	prevention of postoperative <DISEASE>[Y]</DISEASE>	prevention of postoperative <DISEASE>[Y]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5401336747	3
3748	prevention of postoperative <DISEASE>[Y]</DISEASE>	prevention of postoperative <DISEASE>[Y]</DISEASE>	prevention of postoperative <DISEASE></DISEASE>	0.5401336747	3
3755	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3755	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3758	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3758	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3759	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3761	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3764	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3764	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3766	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE>[Y]</DISEASE>	postoperative nausea and <DISEASE></DISEASE>	0.4825502252	3
3766	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE>[Y]</DISEASE> -lrb- ponv -rrb-	<DISEASE></DISEASE> -lrb- ponv -rrb-	0.4633849397	0
3810	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3813	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3816	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
3818	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
3827	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
3831	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
3835	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3840	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3856	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
3860	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
3876	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
3877	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3880	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
3881	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
3919	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
3920	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
3923	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
3924	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
3956	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
3962	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4004	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4008	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4040	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4044	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4062	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4064	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4071	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4072	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4076	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4077	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4119	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4123	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4130	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4132	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE>[Y]</DISEASE> carinii pneumonia	prophylaxis against <DISEASE></DISEASE> carinii pneumonia	0.5575797465	2
4137	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
4138	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
4139	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
4140	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
4142	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
4143	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
4144	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	0
4145	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG>[X]</DRUG> for the prevention of <DISEASE>[Y]</DISEASE>	<DRUG></DRUG> for the prevention of <DISEASE></DISEASE>	0.8948089133	5
4148	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4149	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4153	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4154	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4196	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4198	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4228	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4230	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4232	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4233	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4236	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG>[X]</DRUG> -lrb- ap -rrb-	<DRUG></DRUG> -lrb- ap -rrb-	0.5608308288	0
4237	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
4240	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE>[Y]</DISEASE> carinii	prophylaxis of <DISEASE></DISEASE> carinii	0.5980821545	2
